Symbol,Value,Footprint,Description,Tags,Footprint_Filter,Datasheet
CPLD_Altera:EPM570F256,EPM570F256,Package_BGA:BGA-256_17.0x17.0mm_Layout16x16_P1.0mm_Ball0.5mm_Pad0.4mm_NSMD,Altera MAX2 CPLD with 570 LE,MAX2 FBGA,*BGA*P1.0mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570M100,EPM570M100,Package_BGA:BGA-100_6.0x6.0mm_Layout11x11_P0.5mm_Ball0.3mm_Pad0.25mm_NSMD,Altera MAX2 CPLD with 570 LE,MAX2 MBGA,*BGA*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570M256,EPM570M256,Package_BGA:BGA-256_11.0x11.0mm_Layout20x20_P0.5mm_Ball0.3mm_Pad0.25mm_NSMD,Altera MAX2 CPLD with 570 LE,MAX2 MBGA,*BGA*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570T100,EPM570T100,Package_QFP:LQFP-100_14x14mm_P0.5mm,Altera MAX2 CPLD with 570 LE,MAX2 TQFP,*QFP*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570T144,EPM570T144,Package_QFP:LQFP-144_20x20mm_P0.5mm,Altera MAX2 CPLD with 570 LE,MAX2 TQFP,*QFP*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570ZM100,EPM570ZM100,Package_BGA:BGA-100_6.0x6.0mm_Layout11x11_P0.5mm_Ball0.3mm_Pad0.25mm_NSMD,Altera Zero-Power MAX2 CPLD with 570 LE,MAX2 MBGA,*BGA*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570ZM144,EPM570ZM144,Package_BGA:BGA-144_7.0x7.0mm_Layout13x13_P0.5mm_Ball0.3mm_Pad0.25mm_NSMD,Altera Zero-Power MAX2 CPLD with 570 LE,MAX2 MBGA,*BGA*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Altera:EPM570ZM256,EPM570ZM256,Package_BGA:BGA-256_11.0x11.0mm_Layout20x20_P0.5mm_Ball0.3mm_Pad0.25mm_NSMD,Altera Zero-Power MAX2 CPLD with 570 LE,MAX2 MBGA,*BGA*P0.5mm*,https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/max2/max2_mii5v1.pdf
CPLD_Microchip:ATF1502AS-xAx44,ATF1502AS-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 32 Macrocell, 5 V, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-0995-CPLD-ATF1502AS(L)-Datasheet.pdf
CPLD_Microchip:ATF1502ASL-xAx44,ATF1502ASL-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 32 Macrocell, 5 V, Low Power, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-0995-CPLD-ATF1502AS(L)-Datasheet.pdf
CPLD_Microchip:ATF1502ASV-xAx44,ATF1502ASV-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 32 Macrocell, 3.3 V, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/doc1615.pdf
CPLD_Microchip:ATF1504AS-xAx44,ATF1504AS-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 64 Macrocell, 5 V, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-0950-CPLD-ATF1504AS(L)-Datasheet.pdf
CPLD_Microchip:ATF1504ASL-xAx44,ATF1504ASL-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 64 Macrocell, 5 V, Low Power, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-0950-CPLD-ATF1504AS(L)-Datasheet.pdf
CPLD_Microchip:ATF1504ASV-xAx44,ATF1504ASV-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 64 Macrocell, 3.3 V, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/ATF1504ASV-ATF1504ASVL-Data-Sheet-20006185A.pdf
CPLD_Microchip:ATF1504ASVL-xAx44,ATF1504ASVL-xAx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"Microchip CPLD, 32 Macrocell, 3.3 V, Low Power, TQFP-44",CPLD,TQFP*10x10mm*P0.8mm*,http://ww1.microchip.com/downloads/en/DeviceDoc/ATF1504ASV-ATF1504ASVL-Data-Sheet-20006185A.pdf
CPLD_Microchip:ATF1508ASx-xxJx84,ATF1508ASx-xxJx84,Package_LCC:PLCC-84_29.3x29.3mm_P1.27mm,"Atmel/Microchip CPLD, 128 Macrocell, 5V supply, PLCC-84",EE-PLD electrically-erasable-PLD JTAG ATF1508AS-7JC84 ATF1508AS-10JC84 ATF1508AS-10JI84 ATF1508AS-15JC84 ATF1508AS-15JI84 ATF1508AS-7JX84 ATF1508AS-10JU84 ATF1508ASL-20JC84 ATF1508ASL-25JI84 ATF1508ASL-25JU84 EPM7128SLI84-10 EPM7128SLI84-15 EPM7128SLC84-7 EPM7128SLC84-10 EPM7128SLC84-15,*PLCC*29.3*x29.3*mm?P1.27mm*,https://ww1.microchip.com/downloads/en/DeviceDoc/doc0784.pdf
CPLD_Renesas:SLG46580,SLG46580,Package_DFN_QFN:Renesas_UQFN-20_2x3mm_P0.4mm_LayoutBorder4x6y,"GreenPAK Programmable Mixed-signal Matrix with Asynchronous State Machine, four 150mA LDO Regulators, UQFN-20",Renesas Dialog-Semiconductor Silego-Technology GPIO ACMP ASM LUT CNT DLY DFF LATCH I2C NVM,*QFN*2x3mm*P0.4mm*,https://www.renesas.com/en/document/dst/slg465808283-datasheet
CPLD_Renesas:SLG46582,SLG46582,Package_DFN_QFN:Renesas_UQFN-20_2x3mm_P0.4mm_LayoutBorder4x6y,"GreenPAK Programmable Mixed-signal Matrix with Asynchronous State Machine, two 300mA LDO Regulators, UQFN-20",Renesas Dialog-Semiconductor Silego-Technology GPIO ACMP ASM LUT CNT DLY DFF LATCH I2C NVM,*QFN*2x3mm*P0.4mm*,https://www.renesas.com/en/document/dst/slg465808283-datasheet
CPLD_Renesas:SLG46583,SLG46583,Package_DFN_QFN:Renesas_UQFN-20_2x3mm_P0.4mm_LayoutBorder4x6y,"GreenPAK Programmable Mixed-signal Matrix with Asynchronous State Machine, one 600mA LDO Regulator, UQFN-20",Renesas Dialog-Semiconductor Silego-Technology GPIO ACMP ASM LUT CNT DLY DFF LATCH I2C NVM,*QFN*2x3mm*P0.4mm*,https://www.renesas.com/en/document/dst/slg465808283-datasheet
CPLD_Renesas:SLG46826G,SLG46826G,Package_SO:TSSOP-20_4.4x6.5mm_P0.65mm,"GreenPAK Programmable Mixed-Signal Matrix with In-System Programmability, TSSOP-20",cpld programmable logic low-cost renesas silego,TSSOP*4.4x6.5mm*P0.65*,https://www.renesas.com/in/en/document/dst/slg46826-datasheet
CPLD_Xilinx:XC7336,XC7336,,"Xilinx CPLD, Obsolete",,,
CPLD_Xilinx:XC95108PC84,XC95108PC84,,"Xilinx CPLD, Obsolete",,,xilinx/xc95108.pdf
CPLD_Xilinx:XC95108PQ100,XC95108PQ100,,"Xilinx CPLD, Obsolete",,,xilinx/xc95108.pdf
CPLD_Xilinx:XC95144PQ100,XC95144PQ100,,"Xilinx CPLD, Obsolete",,,
CPLD_Xilinx:XC95144XL-TQ100,XC95144XL-TQ100,Package_QFP:TQFP-100_14x14mm_P0.5mm,"CPLD, 144 Macrocells, 3200 Usable Gates",CPLD,TQFP*14x14mm*P0.5mm*,https://www.xilinx.com/support/documentation/data_sheets/ds056.pdf
CPLD_Xilinx:XC95144XL-TQ144,XC95144XL-TQ144,Package_QFP:TQFP-144_20x20mm_P0.5mm,"CPLD, 144 Macrocells, 3200 Usable Gates",CPLD,TQFP*20x20mm*P0.5mm*,https://www.xilinx.com/support/documentation/data_sheets/ds056.pdf
CPLD_Xilinx:XC9536XL-xxPCx44,XC9536XL-xxPCx44,Package_LCC:PLCC-44_16.6x16.6mm_P1.27mm,"CPLD, 36 Macrocells, 800 Usable Gates, PLCC-44",CPLD AMD Xilinx Flash JTAG XC9572XL-5PC44C XC9536XL-7PC44C XC9536XL-7PC44I XC9536XL-10PC44C XC9536XL-10PC44I XC9536XL-5PCG44C XC9536XL-7PCG44C XC9536XL-7PCG44I XC9536XL-10PCG44C XC9536XL-10PCG44I,*PLCC*16.*x16.*mm*P1.27mm*,http://www.xilinx.com/support/documentation/data_sheets/ds058.pdf
CPLD_Xilinx:XC9536XL-xxVQx44,XC9536XL-xxVQx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"CPLD, 72 Macrocells, 800 Usable Gates, TQFP-44 (Xilinx VQ44)",CPLD AMD Xilinx Flash JTAG XC9536XL-5VQ44C XC9536XL-7VQ44C XC9536XL-7VQ44I XC9536XL-10VQ44C XC9536XL-10VQ44I XC9536XL-5VQG44C XC9536XL-7VQG44C XC9536XL-7VQG44I XC9536XL-10VQG44C XC9536XL-10VQG44I,*TQFP*10x10mm*P0.8mm*,http://www.xilinx.com/support/documentation/data_sheets/ds058.pdf
CPLD_Xilinx:XC9536XL-xxVQx64,XC9536XL-xxVQx64,Package_QFP:TQFP-64_10x10mm_P0.5mm,"CPLD, 72 Macrocells, 800 Usable Gates, TQFP-64 (Xilinx VQ64)",CPLD AMD Xilinx Flash JTAG XC9536XL-5VQ64C XC9536XL-7VQ64C XC9536XL-7VQ64I XC9536XL-10VQ64C XC9536XL-10VQ64I XC9536XL-5VQG64C XC9536XL-7VQG64C XC9536XL-7VQG64I XC9536XL-10VQG64C XC9536XL-10VQG64I,*TQFP*10x10mm*P0.5mm*,http://www.xilinx.com/support/documentation/data_sheets/ds058.pdf
CPLD_Xilinx:XC9572XL-xxCSx48,XC9572XL-xxCSx48,Package_CSP:Xilinx_CSG48_7.0x7.0mm_Layout7x7_P0.8mm,"CPLD, 72 Macrocells, 1600 Usable Gates, FBGA-48 (Xilinx CS48)",CPLD AMD Xilinx Flash JTAG XC9572XL-5CS48C XC9572XL-7CS48C XC9572XL-7CS48I XC9572XL-10CS48C XC9572XL-10CS48I XC9572XL-5CSG48C XC9572XL-7CSG48C XC9572XL-7CSG48I XC9572XL-10CSG48C XC9572XL-10CSG48I,Xilinx*7*x7*mm?Layout7x7?P0.8mm*,http://www.xilinx.com/support/documentation/data_sheets/ds057.pdf
CPLD_Xilinx:XC9572XL-xxPCx44,XC9572XL-xxPCx44,Package_LCC:PLCC-44_16.6x16.6mm_P1.27mm,"CPLD, 72 Macrocells, 1600 Usable Gates, PLCC-44",CPLD AMD Xilinx Flash JTAG XC9572XL-5PC44C XC9572XL-7PC44C XC9572XL-7PC44I XC9572XL-10PC44C XC9572XL-10PC44I XC9572XL-5PCG44C XC9572XL-7PCG44C XC9572XL-7PCG44I XC9572XL-10PCG44C XC9572XL-10PCG44I,*PLCC*16.*x16.*mm*P1.27mm*,http://www.xilinx.com/support/documentation/data_sheets/ds057.pdf
CPLD_Xilinx:XC9572XL-xxTQx100,XC9572XL-xxTQx100,Package_QFP:LQFP-100_14x14mm_P0.5mm,"CPLD, 72 Macrocells, 1600 Usable Gates, LQFP-100 (Xilinx TQ100)",CPLD AMD Xilinx Flash JTAG XC9572XL-5TQ100C XC9572XL-7TQ100C XC9572XL-7TQ100I XC9572XL-10TQ100C XC9572XL-10TQ100I XC9572XL-5TQG100C XC9572XL-7TQG100C XC9572XL-7TQG100I XC9572XL-10TQG100C XC9572XL-10TQG100I,*LQFP*14x14mm*P0.5mm*,http://www.xilinx.com/support/documentation/data_sheets/ds057.pdf
CPLD_Xilinx:XC9572XL-xxVQx44,XC9572XL-xxVQx44,Package_QFP:TQFP-44_10x10mm_P0.8mm,"CPLD, 72 Macrocells, 1600 Usable Gates, TQFP-44 (Xilinx VQ44)",CPLD AMD Xilinx Flash JTAG XC9572XL-5VQ44C XC9572XL-7VQ44C XC9572XL-7VQ44I XC9572XL-10VQ44C XC9572XL-10VQ44I XC9572XL-5VQG44C XC9572XL-7VQG44C XC9572XL-7VQG44I XC9572XL-10VQG44C XC9572XL-10VQG44I,*TQFP*10x10mm*P0.8mm*,http://www.xilinx.com/support/documentation/data_sheets/ds057.pdf
CPLD_Xilinx:XC9572XL-xxVQx64,XC9572XL-xxVQx64,Package_QFP:TQFP-64_10x10mm_P0.5mm,"CPLD, 72 Macrocells, 1600 Usable Gates, TQFP-64 (Xilinx VQ64)",CPLD AMD Xilinx Flash JTAG XC9572XL-5VQ64C XC9572XL-7VQ64C XC9572XL-7VQ64I XC9572XL-10VQ64C XC9572XL-10VQ64I XC9572XL-5VQG64C XC9572XL-7VQG64C XC9572XL-7VQG64I XC9572XL-10VQG64C XC9572XL-10VQG64I,*TQFP*10x10mm*P0.5mm*,http://www.xilinx.com/support/documentation/data_sheets/ds057.pdf
CPLD_Xilinx:XCR3064-VQ100,XCR3064-VQ100,Package_QFP:LQFP-100_14x14mm_P0.5mm,"Xilinx CoolRunner 64-Macrocell CPLD, 3.3V, VQFP-100, Obsolete",CPLD,LQFP*14x14mm*P0.5*,https://www.xilinx.com/support/documentation/data_sheets/ds017.pdf
CPLD_Xilinx:XCR3064-VQ44,XCR3064-VQ44,Package_QFP:LQFP-44_10x10mm_P0.8mm,"Xilinx CoolRunner 64-Macrocell CPLD, 3.3V, VQFP-44, Obsolete",CPLD,LQFP*10x10mm*P0.8mm*,https://www.xilinx.com/support/documentation/data_sheets/ds017.pdf
CPLD_Xilinx:XCR3064XL-VQ100,XCR3064XL-VQ100,Package_QFP:LQFP-100_14x14mm_P0.5mm,"Xilinx CoolRunner 64-Macrocell CPLD, 3.3V, VQFP-100",CPLD,LQFP*14x14mm*P0.5*,https://www.xilinx.com/support/documentation/data_sheets/ds017.pdf
CPLD_Xilinx:XCR3064XL-VQ44,XCR3064XL-VQ44,Package_QFP:LQFP-44_10x10mm_P0.8mm,"Xilinx CoolRunner 64-Macrocell CPLD, 3.3V, VQFP-44",CPLD,LQFP*10x10mm*P0.8mm*,https://www.xilinx.com/support/documentation/data_sheets/ds017.pdf
CPLD_Xilinx:XCR3128-VQ100,XCR3128-VQ100,Package_QFP:LQFP-100_14x14mm_P0.5mm,"Xilinx CoolRunner 128-Macrocell CPLD, 3.3V, VQFP-100, Obsolete",CPLD,LQFP*14x14mm*P0.5*,https://www.xilinx.com/support/documentation/data_sheets/ds016.pdf
CPLD_Xilinx:XCR3128XL-VQ100,XCR3128XL-VQ100,Package_QFP:LQFP-100_14x14mm_P0.5mm,"Xilinx CoolRunner 128-Macrocell CPLD, 3.3V, VQFP-100",CPLD,LQFP*14x14mm*P0.5*,https://www.xilinx.com/support/documentation/data_sheets/ds016.pdf
CPLD_Xilinx:XCR3256-TQ144,XCR3256-TQ144,Package_QFP:TQFP-144_20x20mm_P0.5mm,"Xilinx CoolRunner 256-Macrocell CPLD, 3.3V, TQFP-144, Obsolete",CPLD,TQFP*20x20mm*P0.5*,https://www.xilinx.com/support/documentation/data_sheets/ds013.pdf
CPLD_Xilinx:XCR3256XL-TQ144,XCR3256XL-TQ144,Package_QFP:TQFP-144_20x20mm_P0.5mm,"Xilinx CoolRunner 256-Macrocell CPLD, 3.3V, TQFP-144",CPLD,TQFP*20x20mm*P0.5*,https://www.xilinx.com/support/documentation/data_sheets/ds013.pdf
CPU:CDP1802ACE,CDP1802ACE,Package_DIP:DIP-40_W15.24mm,"8-bit, General Purpose, 5V, 3.2 MHz, DIP-40",CPU Processor,DIP*W15.24mm*,http://www.cosmacelf.com/publications/data-sheets/cdp1802.pdf
CPU:CDP1802ACEX,CDP1802ACEX,Package_DIP:DIP-40_W15.24mm,"8-bit, General Purpose, 5V, 3.2 MHz, Burned-In, DIP-40",CPU Processor,DIP*W15.24mm*,http://www.cosmacelf.com/publications/data-sheets/cdp1802.pdf
CPU:CDP1802BCE,CDP1802BCE,Package_DIP:DIP-40_W15.24mm,"8-bit, General Purpose, 5V, 5 MHz, DIP-40",CPU Processor,DIP*W15.24mm*,http://www.cosmacelf.com/publications/data-sheets/cdp1802.pdf
CPU:CDP1802BCEX,CDP1802BCEX,Package_DIP:DIP-40_W15.24mm,"8-bit, General Purpose, 5V, 5 MHz, Burned-In, DIP-40",CPU Processor,DIP*W15.24mm*,http://www.cosmacelf.com/publications/data-sheets/cdp1802.pdf
CPU:P4080-BGA1295,P4080-BGA1295,,"QorIQ P4080 Communications Processor, BGA-1295",Communications Processor,,https://www.nxp.com/jp/products/microcontrollers-and-processors/power-architecture-processors/qoriq-platforms/p-series/qoriq-p4080-p4040-p4081-multicore-communications-processors:P4080?&tab=Documentation_Tab&linkline=Data-Sheet
CPU:Z084000xP,Z084000xP,Package_DIP:DIP-40_W15.24mm,"8-bit General Purpose Microprocessor, 8-bit data bus, 16-bit address bus, 4 / 6.17 / 8 MHz, DIP-40 (600 mil)",Zilog Z80-CPU NMOS Z8400 8080A Z0840004 Z0840006 Z0840008,DIP*W15.24*,https://archive.org/details/zilog-z-8400
CPU:Z84C00xxP,Z84C00xxP,Package_DIP:DIP-40_W15.24mm,"8-bit General Purpose Microprocessor, 8-bit data bus, 16-bit address bus, up to 6.17 / 8 / 10 / 20 MHz, CMOS version, DIP-40 (600 mil)",Zilog Z80-CPU 8080A Z84C0006 Z84C0008 Z84C0010 Z84C0020,DIP*W15.24*,https://archive.org/details/zilog-z-8400
CPU_NXP_68000:MC68000FN,MC68000FN,Package_LCC:PLCC-68_24.2x24.2mm_P1.27mm,"16/32-bit microprocessor, 16-bit external data bus, 23-bit external address bus (effectively 24-bit), PLCC-68 (case 779-01)",Motorola Freescale m68000 m68k CISC CPU HMOS SCN68000xxA68 HD68000CP TS68000xFN Obsolete,*PLCC*24.2*x24.2*P1.27mm*,https://www.nxp.com/docs/en/reference-manual/MC68000UM.pdf
CPU_NXP_68000:MC68000P,MC68000P,Package_DIP:DIP-64_W22.86mm,"16/32-bit microprocessor, 16-bit external data bus, 23-bit external address bus (effectively 24-bit), DIP-64 (900 mil, case 754-01)",Motorola Freescale m68000 m68k CISC CPU HMOS SCN68000xxN64 HD68000P TS68000xP Obsolete,DIP*W22.86mm*,https://www.nxp.com/docs/en/reference-manual/MC68000UM.pdf
CPU_NXP_68000:MC68008FN,MC68008FN,Package_LCC:MO047AD_PLCC-52_19.1x19.1mm_P1.27mm,"8/32-bit microprocessor, 8-bit external data bus, 22-bit external address bus, PLCC-52 (case 778-01/778-02)",Motorola Freescale m68000 m68k CISC CPU HMOS Obsolete,*MO047AD*PLCC*19.1*x19.1*P1.27mm*,https://archive.org/details/bitsavers_motorola68Apr85_5825575/mode/1up
CPU_NXP_68000:MC68008P,MC68008P,Package_DIP:DIP-48_W15.24mm,"8/32-bit microprocessor, 8-bit external data bus, 20-bit external address bus, DIP-48 (600 mil, case 767-02)",Motorola Freescale m68000 m68k CISC CPU HMOS Obsolete,DIP*W15.24mm*,https://www.nxp.com/docs/en/reference-manual/MC68000UM.pdf
CPU_NXP_68000:MC68010P,MC68010P,Package_DIP:DIP-64_W22.86mm,"16/32-bit microprocessor, 16-bit external data bus, 23-bit external address bus (effectively 24-bit), virtual memory support, loop mode, DIP-64 (900 mil, case 754-01)",Motorola Freescale m68000 m68k CISC CPU HMOS SCN68010xxN64 Obsolete,DIP*W22.86mm*,https://www.nxp.com/docs/en/reference-manual/MC68000UM.pdf
CPU_NXP_68000:MC68332,MC68332,Package_QFP:PQFP-132_24x24mm_P0.635mm,"MCU 32 bit, PQFP-132",MCU 32 bit,PQFP*24x24mm*P0.635mm*,http://pdf.datasheetcatalog.com/datasheet/motorola/SPAKMC332AVFC20.pdf
CPU_NXP_6800:MC6800,MC6800,Package_DIP:DIP-40_W15.24mm,"8-Bit Microprocessing unit 1.0MHz, DIP-40",MCU,DIP*W15.24mm*,http://pdf.datasheetcatalog.com/datasheet/motorola/MC68A00L.pdf
CPU_NXP_6800:MC6802,MC6802,Package_DIP:DIP-40_W15.24mm,"8-Bit Microprocessing unit 1.0MHz, DIP-40",MCU,DIP*W15.24mm*,https://www.jameco.com/Jameco/Products/ProdDS/43502.pdf
CPU_NXP_6800:MC6809,MC6809,Package_DIP:DIP-40_W15.24mm,"8-Bit Microprocessing unit 1.0MHz, DIP-40",MCU,DIP*W15.24mm*,http://pdf.datasheetcatalog.com/datasheet/motorola/MC68B09S.pdf
CPU_NXP_6800:MC6809E,MC6809E,Package_DIP:DIP-40_W15.24mm,"8-Bit Microprocessing unit 1.0MHz, DIP-40",MCU,DIP*W15.24mm*,http://www.bitsavers.org/components/motorola/_dataSheets/6809E.pdf
